CAV Reciever,CAV Sender,Image Frame Index,Trust Score
cav3,cav2,0,0.7127678387598534
cav3,cav2,1,0.6
cav3,cav2,2,0.6
cav3,cav2,3,0.6
cav3,cav2,4,0.6
cav3,cav2,5,0.6
cav3,cav2,6,0.6
cav3,cav2,7,0.6
cav3,cav2,8,0.6
cav3,cav2,9,0.6
cav3,cav2,10,0.6
cav3,cav2,11,0.6
cav3,cav2,12,0.6
cav3,cav2,13,0.6
cav3,cav2,14,0.6
cav3,cav2,15,0.6
cav3,cav2,16,0.6
cav3,cav4,0,0.65097661940544
cav3,cav4,1,0.6
cav3,cav4,2,0.6
cav3,cav4,3,0.6
cav3,cav4,4,0.6
cav3,cav4,5,0.6653945617539306
cav3,cav4,6,0.6
cav3,cav4,7,0.6
cav3,cav4,8,0.7229758761698083
cav3,cav4,9,0.6
cav3,cav4,10,0.6
cav3,cav4,11,0.6
cav3,cav4,12,0.6
cav3,cav4,13,0.6
cav3,cav4,14,0.6
cav3,cav4,15,0.6
cav3,cav4,16,0.6
cav4,cav1,0,0.7166068011506308
cav4,cav1,1,0.6
cav4,cav1,2,0.6
cav4,cav1,3,0.6
cav4,cav1,4,0.6
cav4,cav1,5,0.6
cav4,cav1,6,0.6
cav4,cav1,7,0.6
cav4,cav1,8,0.6
cav4,cav1,9,0.6
cav4,cav1,10,0.6
cav4,cav1,11,0.6
cav4,cav1,12,0.6569360719030262
cav4,cav1,13,0.7098851425407631
cav4,cav1,14,0.6
cav4,cav1,15,0.6
cav4,cav1,16,0.6
cav4,cav2,0,0.6
cav4,cav2,1,0.6
cav4,cav2,2,0.6
cav4,cav2,3,0.6
cav4,cav2,4,0.6
cav4,cav2,5,0.6
cav4,cav2,6,0.6
cav4,cav2,7,0.6
cav4,cav2,8,0.6601398806839629
cav4,cav2,9,0.6
cav4,cav2,10,0.6
cav4,cav2,11,0.6
cav4,cav2,12,0.8004222768286957
cav4,cav2,13,0.6
cav4,cav2,14,0.6
cav4,cav2,15,0.6
cav4,cav2,16,0.6
cav4,cav3,0,0.6
cav4,cav3,1,0.6
cav4,cav3,2,0.6
cav4,cav3,3,0.6
cav4,cav3,4,0.6
cav4,cav3,5,0.7778788947240592
cav4,cav3,6,0.6
cav4,cav3,7,0.6
cav4,cav3,8,0.6
cav4,cav3,9,0.6
cav4,cav3,10,0.7403480610449189
cav4,cav3,11,0.6980239159356905
cav4,cav3,12,0.6
cav4,cav3,13,0.6
cav4,cav3,14,0.6
cav4,cav3,15,0.6
cav4,cav3,16,0.6
