Label_ID,Label
/m/015w3y,Falafel
/m/015w6q,Barbie
/m/015w76,Avro lancaster
/m/015w7p,Cauliflower
/m/015wgc,Croissant
/m/015_x,Billiards
/m/015x4r,Cucumber
/m/015x5n,Radish
/m/015y82,African grey
/m/015y8h,Jet aircraft
/m/015z8s,Airbus a320 family
/m/015z_b,Takeoff
/m/015zzv,Runway
/m/01613k,Holding hands
/m/0162_1,Towel
/m/0162j4,Rafting
/m/0162v0,Kelp
/m/0163gn,Paintball
/m/0163q8,Flamingo
/m/0166ls,Park
/m/0167gd,Doll
/m/0168g6,Factory
/m/0169zh,Smartphone
/m/016b2k,Bramble
/m/016b3m,Gravel
/m/016bn0,Omelette
/m/016bpr,Recumbent bicycle
/m/016br2,Dome
/m/016btq,Vineyard
/m/016c3c,Graduation
/m/016c4t,Ceremony
/m/016c68,Adult
/m/016cjb,Gospel music
/m/016f4d,Porcelain
/m/016f9d,Cowboy
/m/016fqn,Douglas dc-3
/m/016g5h,Editing
/m/016g8_,Tarmac
/m/016gcr,Guru
/m/016gq4,Mulberry
/m/01_6hg,Delicatessen
/m/016m2d,Skull
/m/016nqt,Twig
/m/016nsr,Marsh
/m/016q19,Petal
/m/016qdn,Suede
/m/016rbg,Melon
/m/016rvq,Dewberry
/m/016sb3,Margarita
/m/016s_l,Saint patrick's day
/m/016wfy,Pomeranian
/m/016wkx,Pug
/m/016x44,Spruce
/m/016x4z,Fir
/m/016x87,Hawthorn
/m/016xt7,Spoke
/m/016yfz,Shiitake
/m/016yx7,Gym
/m/016znt,Public utility
/m/0170gz,Nativity scene
/m/0172jz,Bobcat
/m/0173tc,Chapel
/m/01748f,Balcony
/m/0174g1,Cushion
/m/0174k2,Washing machine
/m/0174n1,Glove
/m/0174nj,Gramophone record
/m/01767_,Stocking
/m/0176mf,Belt
/m/0177t1,Plaid
/m/01786t,Tricycle
/m/017bm6,Lens flare
/m/017c3w,Bonsai
/m/017cc,Brain
/m/017clw,Laboratory
/m/017_cz,Major appliance
/m/017fsk,Norwegian forest cat
/m/017ftj,Sunglasses
/m/017fv0,Nebelung
/m/017h86,Action figure
/m/017knx,Nordic skiing
/m/017kvv,Infrastructure
/m/01_7l,Caffeine
/m/017lg8,Samoyed
/m/017m8l,Waterway
/m/017qzd,Patriarch
/m/017r3f,Chameleon
/m/017r8p,Pedestrian
/m/017rgb,Ferris wheel
/m/017rnr,Amusement ride
/m/017rtb,Panorama
/m/017ssg,Boiler
/m/017t3p,Airedale terrier
/m/017v43,Sea anemone
/m/017xrt,Pomacanthidae
/m/017xv3,Pomacentridae
/m/017y8_,Terrier
/m/017z01,French toast
/m/017z0v,Toast
/m/017z18,Small appliance
/m/017z5n,Boysenberry
/m/0180xr,Neighbourhood
/m/01811m,Wetsuit
/m/0182yx,Shetland sheepdog
/m/01833w,Outer space
/m/0183xd,Vizsla
/m/0184rb,Pond
/m/0184yy,Moss
/m/018bp6,Baked beans
/m/018cgx,Steamboat
/m/018dy5,Pepperoni
/m/018dz0,Salami
/m/01_8f5,Churro
/m/018g8j,Snails and slugs
/m/018g_l,Rhodesian ridgeback
/m/018gpn,Hurdling
/m/018_h5,Brigantine
/m/018hjb,Sport kite
/m/018j2,Banjo
/m/018jrr,Plan
/m/018jz,Baseball
/m/018kg,Baseball positions
/m/018ktp,Watercolor paint
/m/018kx9,Takoyaki
/m/018l35,Pharmaceutical drug
/m/018lrm,Arena
/m/018p4k,Cart
/m/018rc1,Ground attack aircraft
/m/018rl2,Airbus a380
/m/018rn4,Choreography
/m/018rqw,Wide-body aircraft
/m/018sbr,Danish pastry
/m/018ssc,Groundcover
/m/018tvc,Holly
/m/018vpr,Cliff
/m/018vs,Bass guitar
/m/018vs6,Escarpment
/m/018w1s,Public library
/m/018w8,Basketball
/m/018wwb,Volkswagen golf
/m/018xm,Ball
/m/018y5m,Valentine's day
/m/018y_6,Inventory
/m/018ywq,Scottish terrier
/m/01911n,Chassis
/m/0191_7,Retail
/m/0191f8,Learning
/m/0191hp,Oil tanker
/m/0192l,Bagpipes
/m/01940j,Backpack
/m/01943w,Ibis
/m/0194v4,Singing sand
/m/0195fx,Metro
/m/019600,Spoonbill
/m/0197mw,Blackbird
/m/0199b0,Safari
/m/0199g,Bike
/m/019b80,Sweater
/m/019brn,Dreadlocks
/m/019cfy,Stadium
/m/019ctc,Galleon
/m/019dx1,Home appliance
/m/019dxh,Rabbits and Hares
/m/019fyk,Raft
/m/019h78,Centipede
/m/019jd,Boat
/m/019ktg,Dodge Viper
/m/019lzv,Ballistic missile submarine
/m/019mbd,Antenna
/m/019mk7,Campfire
/m/019nj4,Smile
/m/019p5q,Gentleman
/m/019plg,Shopping cart
/m/019qnn,Lotus elise
/m/019qw9,Convertible
/m/019rjn,Futsal
/m/019sc,Black
/m/019sc6,Lighting
/m/019t5_,Light cruiser
/m/019t6d,Animal fat
/m/019tql,Flagship
/m/019tzd,Mountain biking
/m/01_9v,Caesar salad
/m/019v__,Tvr
/m/019w40,Surfboard
/m/019w9j,Rhythmic gymnastics
/m/019ww6,Harness racing
/m/019x4f,Carpenter
/m/019xd,Battleship
/m/019xdq,Sourdough
/m/019yc,Battlecruiser
/m/019zgx,Volkswagen scirocco
/m/01b2q6,Sunrise
/m/01b2w5,Sunset
/m/01b30l,Organist
/m/01b3kg,Dawn
/m/01b3l7,Dusk
/m/01b4k8,Mandarin orange
/m/01b4q9,Social group
/m/01b57x,Trampolining
/m/01b5dy,Jade
/m/01b5gr,Para table tennis
/m/01b5r_,Women's football
/m/01b5w1,Machine tool
/m/01b638,Boot
/m/01b7b,Bishop
/m/01b7b1,Kitesurfing
/m/01b7fy,Headphones
/m/01b7zv,Pudding
/m/01b92,Bone
/m/01b958,Scaffolding
/m/01b9n4,Torii
/m/01b9xk,Hot dog
/m/01bb9b,Motorcycle helmet
/m/01bdg,Bouldering
/m/01bdy,Bowling
/m/01bfm9,Shorts
/m/01bfwv,Mixing console
/m/01bg5t,Coneflower
/m/01bgsw,Toddler
/m/01_bhs,Fast food
/m/01bjv,Bus
/m/01bjxj,Edible mushroom
/m/01bjxx,Camera lens
/m/01b_l2,Cardigan
/m/01bl7v,Boy
/m/01blkn,Bullfighting
/m/01bmhj,Thumb
/m/01bp4g,Fines herbes
/m/01bq_,Utility knife
/m/01bq8v,Troop
/m/01bqgn,Bicycle frame
/m/01bqk0,Bicycle wheel
/m/01bqvp,Sky
/m/01bqwh,Mist
/m/01brf,Bronze
/m/01bsxb,Collage
/m/01btn,Barge
/m/01btr0,Eurasian magpie
/m/01bvgh,Catamaran
/m/01bvtk,Crocodilia
/m/01bvx,Battle
/m/01bw2t,Lamborghini murciélago
/m/01bwb9,House sparrow
/m/01b_xd,Bumblebee
/m/01bzmc,Meatball
/m/01c09k,Stock dove
/m/01c_0l,"Ducks, geese and swans"
/m/01c2vn,Elderberry
/m/01c34b,Flooring
/m/01c3xv,Heavy cruiser
/m/01c43w,Crane
/m/01c4kr,Crane-like bird
/m/01c4r0,Canning
/m/01c4rd,Beak
/m/01c53d,Gerbil
/m/01c53w,Chinchilla
/m/01c648,Laptop
/m/01c6nk,Warlord
/m/01c6xf,Drinking water
/m/01c6yl,Spire
/m/01c778,Slum
/m/01c791,Freezing
/m/01c7cq,Grassland
/m/01c7d3,Savanna
/m/01c8br,Street
/m/01c_9j,Quarry
/m/01cbb3,Beet
/m/01cbzq,Rock
/m/01cch6,Potato salad
/m/01cct5,Snipe
/m/01cd9,Brand
/m/01_cf6,Harvester
/m/01cgz,Boxing
/m/01chy,Bowls
/m/01cjsf,Kite
/m/01ck7x,Budgie
/m/01ckgp,Interaction
/m/01cmb2,Miniskirt
/m/01cmcs,Hatchback
/m/01cppc,Bird migration
/m/01cqy9,Bivalve
/m/01crps,Satay
/m/01csdn,Smörgåsbord
/m/01cs_p,Marina
/m/01cv4r,Temperate coniferous forest
/m/01cv98,Temperate broadleaf and mixed forest
/m/01cwd,Bocce
/m/01cytr,Kia motors
/m/01cz4w,Bilberry
/m/01czv3,Fortification
/m/01d0z1,Shorebird
/m/01d1dj,Coupé
/m/01d2_z,Wind turbine
/m/01d30f,Teacher
/m/01d380,Drill
/m/01d3bp,Sandpiper
/m/01d40f,Dress
/m/01d4b2,Jack-o'-lantern
/m/01d64p,Accipitriformes
/m/01d74z,Night
/m/01d7mc,Black and tan coonhound
/m/01d7ng,Pelecaniformes
/m/01d7qq,Coonhound
/m/01d9ll,Astronomical object
/m/01dd1s,Acrobatics
/m/01ddb4,Brazilian jiu-jitsu
/m/01ddm,Bodybuilding
/m/01d_ff,Toe
/m/01dfh8,Nuclear power plant
/m/01dhjg,Ten-pin bowling
/m/01dj7,Beagle
/m/01djxm,Meerkat
/m/01dk8s,Powdered sugar
/m/01dk9h,Habanero chili
/m/01dl3j,Banknote
/m/01dl9r,Cormorant
/m/01dp1q,Armored cruiser
/m/01dq4q,Coraciiformes
/m/01dqkc,Pest
/m/01drpv,Ananas
/m/01drwh,Bandoneon
/m/01dttb,Glutinous rice
/m/01dv4h,Portrait
/m/01dw9,Beaver
/m/01dws,Bear
/m/01dwsz,Waffle
/m/01dwwc,Pancake
/m/01dwxx,Gull
/m/01dx8,Bald eagle
/m/01dxs,Brown bear
/m/01dy62,Phasianidae
/m/01dy8n,Woodpecker
/m/01f0yy,Mechanical puzzle
/m/01f116,Crypt
/m/01f2hr,Stunt
/m/01f2sl,Power station
/m/01f415,Flame
/m/01f43,Beauty
/m/01f4cc,Manicure
/m/01f4td,Rural area
/m/01f_5,Ball pen
/m/01f5gx,Eating
/m/01f5pq,Memory card
/m/01f6pd,American crow
/m/01f79n,Quiche
/m/01f849,Jay
/m/01f8m5,Blue jay
/m/01f91_,Pretzel
/m/01fb_0,Bagel
/m/01fdzj,Tower
/m/01fh07,Macropodidae
/m/01fh4r,Teapot
/m/01fklc,Pink
/m/01fm7c,Supersonic transport
/m/01fmbp,Seaduck
/m/01fnck,Waste
/m/01fnns,Vegetation
/m/01fpbm,Daisy
/m/01fpmd,Tugboat
/m/01f_rk,Fly fishing
/m/01ft5b,Kindergarten
/m/01ft8k,Shadow
/m/01fw9,Bongo
/m/01fyrh,Downhill
/m/01fzz2,Pony
/m/01fzzx,Procyon
/m/01g0g,Brick
/m/01g1rg,Electronic engineering
/m/01g2vp,Rapeseed
/m/01g317,Person
/m/01g3x7,Bow and arrow
/m/01g4rl,Buzzard
/m/01g50p,Railroad car
/m/01g5ch,Oystercatcher
/m/01g5v,Blue
/m/01g6gs,Black-and-white
/m/01g7bc,Stilt
/m/01g81,Blizzard
/m/01g8j,Bikini
/m/01_g9d,Turducken
/m/01gcvq,Stalagmite
/m/01gd91,Pasture
/m/01gg0y,Windsurfing
/m/01gj4c,Pint
/m/01gjs6,Booby
/m/01gkx_,Swimwear
/m/01gl3t,Roller
/m/01gl50,Angling
/m/01gllr,Beehive
/m/01gl_m,Mannequin
/m/01gm6,Bison
/m/01gmv2,Brassiere
/m/01gq53,Performance
/m/01gqfm,Beach volleyball
/m/01gt7,Boeing 747
/m/01_gx_,Yorkshire terrier
/m/01gx4y,Photocopier
/m/01gxnj,Bratwurst
/m/01gxrk,Boombox
/m/01gxtf,Old World flycatcher
/m/01h_1n,Playground
/m/01h3n,Bee
/m/01h44,Bat
/m/01h4v9,Hornet
/m/01h5q0,Indian cuisine
/m/01h5wg,Rose hip
/m/01h5yp,Hibiscus
/m/01h6cb,Meeting
/m/01h6d4,Camping
/m/01h6rj,Military
/m/01h7_d,Pontiac gto
/m/01h7tx,Roller skating
/m/01h80k,Muscle car
/m/01h8n0,Conversation
/m/01h8tj,Starfish
/m/01hcpd,Crumble
/m/01hcps,Lamb and mutton
/m/01_hct,Triumphal arch
/m/01hf_2,Ape
/m/01hffk,Carriage
/m/01hh79,Landing
/m/01hhp3,Yak
/m/01hjj1,Mallard
/m/01hk87,Braid
/m/01hklv,Smoked salmon
/m/01hl50,Uneven bars
/m/01hlgf,Beluga whale
/m/01hmml,Mausoleum
/m/01hn_d,Sour cream
/m/01hnnm,Navel
/m/01hp22,Artistic gymnastics
/m/01hq29,Humpback whale
/m/01hr1w,Guided missile destroyer
/m/01hrk6,Arena football
/m/01hrv5,Popcorn
/m/01hsr7,Ditch
/m/01ht1r,Medieval architecture
/m/01h_wz,Black-footed ferret
/m/01hxbg,Tiger shark
/m/01hxnh,Bullmastiff
/m/01hxrs,Amphibious transport dock
/m/01hxyd,Local food
/m/01hyhj,Tachometer
/m/01hzb8,Great pyrenees
/m/01hzl4,Wig
/m/01j03x,Herbaceous plant
/m/01j04m,Thigh
/m/01j0g,Borzoi
/m/01j0r5,Praline
/m/01j0ry,Traffic congestion
/m/01j0x,Basenji
/m/01j25p,Chevrolet camaro
/m/01j2bj,Bathroom
/m/01j3br,Medical imaging
/m/01j3ck,Chapati
/m/01j3sz,Laugh
/m/01j3zr,Burrito
/m/01j423,Yawn
/m/01j45r,Lorikeet
/m/01j4yx,Dragon boat
/m/01j4z9,Chainsaw
/m/01j51,Balloon
/m/01j61q,Tent
/m/01j692,Sardine
/m/01j75r,Goulash
/m/01jb4,Biome
/m/01jby8,Ac cobra
/m/01jc75,Root vegetable
/m/01jddz,Concert
/m/01jf71,Arcade
/m/01jfkf,Forklift truck
/m/01jfm_,Licence plate
/m/01jfsr,Lantern
/m/01jgnh,Heron
/m/01j_h3,Subaru
/m/01jhl9,White stork
/m/01jk_4,Chimney
/m/01jl55,Great egret
/m/01jm2n,Walkway
/m/01jnfv,Viaduct
/m/01jnvt,Badlands
/m/01jnzj,Construction
/m/01jp76,Parking
/m/01jpn4,Grocery store
/m/01j_qp,Requiem shark
/m/01js0w,Sound box
/m/01jsqj,Macaque
/m/01jt2h,Volvo amazon
/m/01jtn,Body piercing
/m/01jvw5,Goat-antelope
/m/01jw00,Warthog
/m/01jy1_,Tangerine
/m/01jypq,Reef
/m/01jyr1,Islet
/m/01jzlw,Carcharhiniformes
/m/01k0mv,Road surface
/m/01k17j,Milkshake
/m/01k2n4,Lama
/m/01k3q1,Junkers
/m/01k3tq,Bulldog
/m/01k695,Fisherman
/m/01k9lj,Jaw
/m/01kb5b,Flashlight
/m/01kbqk,Calidrid
/m/01kbw8,Dinghy sailing
/m/01kcd,Brass instrument
/m/01kcnl,Birthday
/m/01kfp5,Skewer
/m/01kgp6,Winter storm
/m/01klb9,Plaza
/m/01knjb,Billboard
/m/01knvc,Monarch butterfly
/m/01kpg0,Bluebird
/m/01kq3x,White-collar worker
/m/01kqwh,Proteales
/m/01kqwy,Business jet
/m/01kr41,Mask
/m/01kr58,Matador
/m/01kr8f,Illustration
/m/01krhy,Tiara
/m/01krjr,Pendant
/m/01ksq5,Welsh Corgi
/m/01kt56,Picnic
/m/01kv7h,Midnight
/m/01kw8y,Oar
/m/01kwx,Boeing b-17 flying fortress
/m/01kyr8,Darkness
/m/01kz1l,Tapir
/m/01l00t,Wreath
/m/01l0mw,Home
/m/01l0zd,Skeet shooting
/m/01l256,Slug
/m/01l5h4,Souvlaki
/m/01l7qd,Whiskers
/m/01l7t2,Downtown
/m/01l849,Gold
/m/01l8p,Bentley
/m/01l99n,Sliced bread
/m/01lb5,Chess
/m/01lbst,Baker
/m/01lbxg,Nut
/m/01lcw4,Limousine
/m/01lcwm,Luxury vehicle
/m/01lgkm,RV
/m/01lh5x,Saab 900
/m/01l_j4,Mazda rx-8
/m/01ll1r,Briefs
/m/01llgk,Boxer
/m/01llwg,Necklace
/m/01llx7,Bracelet
/m/01l__m,Scow
/m/01l_mq,Throne
/m/01lnt7,Wallpaper
/m/01lp7f,Motocross
/m/01lq3,Casino
/m/01lqfm,Public space
/m/01lrl,Carnivore
/m/01lrnl,Windshield
/m/01ls_1,Hydrangeaceae
/m/01lsmm,Scissors
/m/01lvx,Cartilaginous fish
/m/01lwf0,Alley
/m/01lxd,Coast
/m/01lynh,Stairs
/m/01lzzr,Sambal
/m/01m0p1,Cardinal
/m/01m2v,Computer keyboard
/m/01m3b,Constellation
/m/01m3tw,Animal shelter
/m/01m4t,Printer
/m/01m_5v,Tango
/m/01_m7,Column
/m/01m9s,Computer data storage
/m/01mfj,Computer hardware
/m/01mqdt,Traffic sign
/m/01mr6j,Cookware and bakeware
/m/01mrgs,Craft
/m/01ms7j,Crankset
/m/01mt0b,Lime
/m/01mtb,Cooking
/m/01mtt,Card game
/m/01mtwq,Inline speed skating
/m/01mv9,Cross-stitch
/m/01mwkf,Monochrome
/m/01mwy7,Container ship
/m/01mxf,Concrete
/m/01mzpv,Chair
/m/01mzw,Calendar
/m/01n_1n,Green heron
/m/01n32,City
/m/01n3yx,Warship
/m/01n40,Chives
/m/01n4qj,Shirt
/m/01n5_8,Hard hat
/m/01n5cy,Carpet
/m/01n5jq,Poster
/m/01n6dx,Broad bean
/m/01n6fd,Shed
/m/01n8m6,Salt marsh
/m/01nblt,Apartment
/m/01nd_n,Protest
/m/01nfrr,Vending machine
/m/01ng1x,Milling
/m/01ng72,Metalworking
/m/01ngnz,Citroën ds
/m/01ngsj,Daylily
/m/01njq7,Alligator
/m/01njv7,Redshank
/m/01nkt,Cheese
/m/01nl4x,Fire extinguisher
/m/01nmp6,Ocelot
/m/01nmyj,Fuchsia
/m/01npvx,Chow mein
/m/01n_q1,Peugeot 106
/m/01nq26,Sock
/m/01nq_x,Wild cat
/m/01nr56,Latte
/m/01ntt3,Red hair
/m/01nv7n,Touchdown
/m/01nvr_,Bulletin board
/m/01nw62,Rottweiler
/m/01nz0l,Tavern
/m/01nz0z,Bar
/m/01nzyt,Shipwreck
/m/01p01n,Sled dog
/m/01p1pl,Henna
/m/01p2dp,Affenpinscher
/m/01p2lr,American cocker spaniel
/m/01p2t7,Stack
/m/01p3d7,Alaskan malamute
/m/01p3xl,Metro station
/m/01p468,Cove
/m/01p5_1,Instant camera
/m/01p58g,English billiards
/m/01p5qz,Cypripedium
/m/01p5rd,Bernese mountain dog
/m/01p642,Sled dog racing
/m/01p7_y,Ikebana
/m/01p85j,Barbet
/m/01_p8q,Rescue
/m/01pbfj,Turban
/m/01pbgp,Massif
/m/01pbww,Wolf spider
/m/01pd2g,Raspberry
/m/01phq4,Pier
/m/01phsx,Tarantula
/m/01pjkn,Volkswagen karmann ghia
/m/01pk_6,Feta
/m/01pkw7,Papillon
/m/01pl3y,New year's eve
/m/01pldp,Roast beef
/m/01pmdg,Electric vehicle
/m/01pmj8,Scone
/m/01pmyz,Digital piano
/m/01pn0r,Chef
/m/01pns0,Fire hydrant
/m/01pqfw,European herring gull
/m/01pr2g,Peking duck
/m/01prls,Land vehicle
/m/01ps3d,Potato pancake
/m/01psvn,Canoeing
/m/01pvc5,Jockey
/m/01pvk,Canal
/m/01pwdc,Carousel
/m/01px4b,Fried chicken
/m/01_pxf,Honda civic
/m/01pxg,Chemist
/m/01pxgq,Romance
/m/01pyhj,Shiloh shepherd dog
/m/01pyld,Lamborghini countach
/m/01q1vz,Ford crown victoria
/m/01q4vl,Pagoda
/m/01q4wd,Stupa
/m/01q6zv,Red-backed sandpiper
/m/01q7l,Currency
/m/01q8_b,Hammock
/m/01q971,Brisket
/m/01qbl,Cymbal
/m/01q_cy,Globe
/m/01qdtc,Bluebonnet
/m/01qh13,Toyota land cruiser
/m/01qhp_,Racquet sport
/m/01qk4t,Conch
/m/01qkg,Calf
/m/01qlmc,Brush-footed butterfly
/m/01qmr4,Saab 9-3
/m/01qn1p,English shepherd
/m/01qnxs,Seaplane
/m/01qp5w,Volkswagen jetta
/m/01qpb2,Sazerac
/m/01qpsq,Polecat
/m/01qq3s,Fajita
/m/01qr50,Mud
/m/01qt74,Sidecar
/m/01qt7l,Consolidated pby catalina
/m/01qwsw,Flat panel display
/m/01qx81,Gyokuro
/m/01qyp,Caryophyllales
/m/01_r_,Cheddar cheese
/m/01r22b,Fried egg
/m/01r24t,Barbecue grill
/m/01r2fb,Inflatable
/m/01r3xn,Shoal
/m/01r546,Earrings
/m/01r8g,Caving
/m/01r8w,Cave
/m/01r9v,Computer program
/m/01r9wv,Impala
/m/01rb6t,Chrysanths
/m/01rcl8,Domesticated turkey
/m/01rd5z,Aisle
/m/01rd7k,Wild turkey
/m/01rdr1,Spit
/m/01rfps,Pharmacy
/m/01rh7y,Scale model
/m/01rkbr,Tie
/m/01rlnn,Hacienda
/m/01rn09,Bling-bling
/m/01r_pn,Race track
/m/01rr0k,Great black-backed gull
/m/01rrrx,Baguette
/m/01rsdb,Stream bed
/m/01rw_4,Sea kayak
/m/01rwk,Climbing
/m/01ry_j,Protea
/m/01rynr,Maple leaf
/m/01rzcn,Watercraft
/m/01s0ps,Electric piano
/m/01s0vc,Zipper
/m/01s105,Cabinetry
/m/01s4b5,Neon sign
/m/01s55n,Suitcase
/m/01s56h,Slip-on shoe
/m/01s6l_,Bulgur
/m/01s6w2,Heptathlon
/m/01s7fj,Shih tzu
/m/01s8fx,News conference
/m/01s9m1,Tall ship
/m/01s_bn,Button
/m/01sbt1,Parmigiano-reggiano
/m/01sc6y,Patterdale terrier
/m/01sdr3,Hubcap
/m/01sfb5,Underwater
/m/01sfl,Clown
/m/01sg9l,Nightclub
/m/01sgl,Cycling
/m/01sh8v,Lupin
/m/01sh9p,Rosa rugosa
/m/01shdw,Scaled reptile
/m/01__sk,Brickwork
/m/01slj8,Lassi
/m/01sn4c,Kielbasa
/m/01snz9,Music workstation
/m/01spzs,Still life
/m/01sqnx,Byzantine architecture
/m/01_sst,Douglas c-47 skytrain
/m/01svq,Computer cluster
/m/01sxnm,Infiniti
/m/01sy7q,Mascarpone
/m/01szdy,Gherkin
/m/01__t,Canadian football
/m/01t032,Golden retriever
/m/01t2ln,Police officer
/m/01t3_,Screen
/m/01t4h,Crystal
/m/01tbcv,Non-vascular land plant
/m/01tc53,Venison
/m/01tcjp,Muffin
/m/01tkqg,Bulldozer
/m/01tkqy,Stunt performer
/m/01tksn,Spider web
/m/01tl0v,Cosmos
/m/01tp0c,Pebble
/m/01tq2l,Cruise ship
/m/01tq84,Oryx
/m/01tqs1,Biscuit
/m/01tr_g,Blade
/m/01ttbz,Cockatiel
/m/01ttd6,Plant stem
/m/01tv9,Cream
/m/01tx7r,Volcanic rock
/m/01txr2,Spring
/m/01ty0n,Spring
/m/01t_yc,Dormitory
/m/01tygv,Archive
/m/01v000,Arborist
/m/01v2xz,Clothes dryer
/m/01v327,Lawn
/m/01v3j7,Lamniformes
/m/01v46r,Giraffidae
/m/01v4f7,Sloop-of-war
/m/01v4jb,Monolith
/m/01v4lt,Arch bridge
/m/01v4sn,Mortarboard
/m/01v4x4,Camelid
/m/01v50j,Crane
/m/01_v7j,Identity document
/m/01v8rm,Shield volcano
/m/01vbb5,Ocean liner
/m/01vbnl,Bidet
/m/01vdm0,Electronic keyboard
/m/01vfsf,Guitar amplifier
/m/01vk9q,Track
/m/01vkl,Circle
/m/01vk_m,Espresso machine
/m/01vnb,Comic book
/m/01vnt4,Timbales
/m/01vpyd,Pond turtle
/m/01vq3,Christmas
/m/01vq6t,Dragon lizard
/m/01vq7_,Iguana
/m/01vqj0, Anole
